index	decoded
886	com.tencent.qqnt.kernel.nativeinterface.GrayTipElement
887	subElementType
888	jsonGrayTipElement
889	com.tencent.qqnt.kernel.nativeinterface.MsgElement
890	setElementType
891	setGrayTipElement
892	报错:createJsonGrayTipElement
893	com.tencent.qqnt.msg.data.a
894	com.tencent.qqnt.msg.data.b
895	卡片格式有问题:
896	createArkElement
897	getApplication
898	getRuntime
899	报错:getRuntime()
900	com.tencent.biz.g.e.a.a
901	报错:getQQAppInterface
902	com.tencent.mobileqq.qwallet.ipc.impl.ComIPCUtilsImpl
903	getFriendNickName
904	报错:getName
905	getCurrentAccountUin
906	报错:getMyuin()
907	getManager
908	getStweb
909	报错:getStweb()
910	报错:getSkey()
911	com.tencent.mobileqq.pskey.api.IPskeyManager
912	报错:getPskey()
913	getPt4Token
914	异常：getPskey()
915	com.tencent.mobileqq.activity.ChatActivityFacade
916	localUUID
917	prewrite
918	com.tencent.mobileqq.data.PicMessageExtraData
919	picExtraData
920	textSummary
921	com.tencent.mobileqq.data.MessageForPic
922	find sendPic method == null
923	com.tencent.mobileqq/Tencent/MobileQQ/
924	QQSendUtils
925	com.tencent.qqnt.emotion.text.style.api.IEmojiSpanService
926	convertEmoServerIdToEmoCode
927	Code is NULL!
928	convertEmoServerIdToEmo
929	com.tencent.mobileqq.emoticon.QQSysFaceUtil
930	convertToLocal
931	faceIndex
932	imageType
933	parseSmallEmo
934	parseMarketSmallFaceElement
935	getFaceType
936	getRuntimeService
937	getUidFromUin
938	com.tencent.mobileqq.qroute.QRoute
939	getLongAccountUin
940	mqq.manager.Manager
941	getCurrentNickname
942	peekAppRuntime
943	CARD_HANLDER
944	com.tencent.mobileqq.app.CardHandler
945	com.tencent.qqnt.ntrelation.friendsinfo.api.IFriendsInfoService
946	qzone.qq.com
947	; p_uin=o=
948	; p_skey=
949	https://h5.qzone.qq.com/proxy/domain/mobile.qzone.qq.com/friend/mfriend_list?g_tk=
950	&res_uin=
951	&res_type=normal&format=json&uin=
952	FRIENDLIST_HANDLER
953	delFriend
954	ProfileCardMoreActivity
955	deleteFriend
956	getAllFriendWithCategories
957	originImageUrl
958	https://gchat.qpic.cn
959	/download
960	appid=1406
961	https://gchat.qpic.cn/download?appid=
962	&fileid=
963	/0?term=2&is_origin=1
964	QQMessageUtils
965	com.tencent.qqnt.msg.api.IMsgService
966	getMultiMsg
967	com.tencent.qqnt.kernel.nativeinterface.IGetMultiMsgCallback
968	getMsgsByMsgId
969	com.tencent.qqnt.kernel.nativeinterface.IMsgOperateCallback
970	recallMsg
971	com.tencent.qqnt.kernel.nativeinterface.IForwardOperateCallback
972	contact==null
973	elementList==null
974	application/json
975	com.tencent.qqnt.troop.ITroopOperationRepoApi
976	quitGroup
977	TroopSettingViewModel
978	onResult
979	com.tencent.mobileqq.app.QQManagerFactory
980	TROOP_MANAGER
981	com.tencent.mobileqq.troop.api.ITroopInfoService
982	getTroopInfo
983	getTroopMember
984	com.tencent.qqnt.troop.ITroopListRepoApi
985	getJoinedTroopInfoFromCache
986	getUiTroopListWithoutBlockedTroop
987	com.tencent.mobileqq.troop.filemanager.data.TroopMemberListRefresher
988	com.tencent.qqnt.troopmemberlist.ITroopMemberListRepoApi
989	fetchGagTroopMemberInfo
990	TROOP_GAG_MANAGER
991	nickInfo
992	friendNick
993	gagTimeStamp
994	com.tencent.qqnt.troop.ITroopMemberOperationRepoApi
995	setMemberShutUp
996	dwGagTimeStamp
997	dwGagTimeStamp_me
998	modifyTroopShutUpTime
999	TROOP_GAG_HANDLER
1000	deleteTroopMember
1001	com.tencent.mobileqq.troop.handler.TroopMemberMngHandler
1002	com.tencent.common.app.AppInterface
1003	com.tencent.mobileqq.troop.clockin.handler.TroopClockInHandler
1004	fetchTroopMemberInfo
1005	androidx.lifecycle.LifecycleOwner
1006	TroopMemberListActivity
1007	getShowName
1008	com.tencent.mobileqq.troop.api.ITroopMemberNameService
1009	getTroopMemberName
1010	com.tencent.biz.troop.EditUniqueTitleActivity
1011	com.tencent.mobileqq.search.api.ISearchPieceFetcher
1012	getTroopName
1013	com.tencent.qqnt.kernel.api.IKernelService
1014	getMsgService
1015	com.tencent.qqnt.kernel.nativeinterface.TempChatPrepareInfo
1016	com.tencent.qqnt.kernel.nativeinterface.TempChatGameSession
1017	prepareTempChat
1018	com.qwallet.temp.IContactUtils
1019	prepareTroopMemberStrangerTempChat
1020	\nQStory:
1021	获取群列表失败
1022	加入QQ群
1023	选择加入的QQ群
1024	正在获取群列表...
1025	https://t.me/WhenFlowersAreInBloom
1026	TG频道
1027	https://t.me/AnQChat
1028	TG群组
1029	清除方法信息
1030	清除方法信息并重启QQ开始查找方法
1031	重启QQ
1032	https://github.com/Suzhelan/NewQStory
1033	Github开源地址
1034	获取更新日志失败:
1035	无更新 当前是最新版本 .. 
1036	检查更新失败:
1037	https://qstory.suzhelan.top/update/download?version=
1038	请前往TG频道查看更新日志
1039	有新更新 v
1040	检测更新
1041	正在检查更新...
1042	t-update
1043	DirectoryUiInfo{rightText=
1044	, uiInfoList=
1045	, groupWrapperList=
1046	ItemUiInfo{item=
1047	, tips='
1048	ItemUiInfoGroupWrapper{groupName='
1049	, directoryUIInfoList=
1050	喵喵喵喵喵呜呜喵~喵喵喵呜呜呜喵喵~喵喵喵呜喵呜喵喵
1051	nickname
1052	identity
1053	喵喵喵呜呜呜呜呜~喵喵喵呜喵呜喵喵~喵喵喵呜呜喵喵喵~喵喵喵喵呜呜喵呜~喵喵喵喵呜喵喵呜
1054	sponsorEndDate
1055	抢红包参数(新)
1056	blacklistTroop
1057	blacklistText
1058	replyText
1059	replyDelay
1060	expectAmount
1061	grabToast
1062	ordinary
1063	exclusiveRedEnvelopes
1064	在9.1.35通过测试 版本太高用不了 点击可以设置一些参数
1065	请使用新版抢红包
1066	版本已过期
1067	LIN_XPOSED_QQ
1068	com.tencent.mobileqq.aio.qwallet.AIOQWalletComponent
1069	redChannel
1070	receiver
1071	send_name
1072	recv_object
1073	[QStory]领取成功:
1074	\n红包描述:
1075	\n发送者:
1076	\n来自群聊:
1077	grabHbLog
1078	total_num
1079	total_amount
1080	打开红包
1081	getWalletElement
1082	/Download/QQ
1083	/Tencent/QQfile_recv/
1084	目前只支持重定向到
1085	com.tencent.mobileqq.vfs.VFSAssistantUtils
1086	getSDKPrivatePath
1087	/未设置.txt
1088	/表情外显文案.txt
1089	/表情外显文案V2.txt
1090	使用自定义的随机文案,文案文件存放在:
1091	 \n\\开头的文本不会使用,如果不使用默认文案请自行备份,QS更新时可能会覆盖掉你自定义文案
1092	https://suzhelan.top/api/pan/direct/private/如果有人能懂我的忧郁.txt
1093	领取成功
1094	hb_details
1095	com.tencent.mobileqq.pb.qwallet.PayGatewayProto$OriginCgiReq
1096	com.tencent.mobileqq.pb.qwallet.PayGatewayProto$OriginCgiRsp
1097	com.tenpay.sdk.net.gateway.QWalletGatewayServlet
1098	sendRequest
1099	trpc.qqhb.access.MobileHbCgi
1100	HBDetailCgi
1101	https://mqq.tenpay.com/cgi-bin/hongbao/qpay_hb_na_detail.cgi?
1102	qpay_hb_na_detail
1103	onSuccess
1104	com.tenpay.sdk.basebl.DecytBean
1105	&channel
1106	&groupid
1107	&grouptype
1108	&groupuin
1109	&pay_flag
1110	&authkey
1111	&senderuin
1112	&trans_seq
1113	&hb_from
1114	com.tenpay.sdk.basebl.EncryptRequest$Encrypt
1115	com.tencent.mobileqq.qwallet.e.p
1116	[QStory]未适配此QQ版本抢红包
1117	com.tencent.mobileqq.qwallet.e.o
1118	你的身份权限无法使用此功能
1119	此功能在新的QQ版本中已被弃用，请使用QQ自带的半屏/全屏开关
1120	com.tencent.mobileqq.aio.shortcurtbar.AIOShortcutBarVM$c
1121	com.tencent.input.base.panelcontainer.h$l
1122	experimentGroupId
1123	com.tencent.mobileqq.aio.api.impl.QQTabApiNtImpl
1124	QQNT_TABAPI
1125	com.tencent.mobileqq.aio.api.impl.QQTabApiImpl
1126	QQ_TABAPI
1127	exp_QQ_aio_photo_choose_B
1128	AIOShortcutBarVM
1129	sendMsgBtn
1130	2376738596
1131	群组位于白名单 无法在该群组进行艾特全体
1132	已排除该消息 滑动屏幕以重新渲染View
1133	阻止异常的高分辨率GIF加载导致的卡屏
1134	http://q.qlogo.cn/headimg_dl?dst_uin=
1135	&spec=640&img_type=jpg
1136	发送者:
1137	不再维护 QQ已自带
1138	picHeight
1139	picWidth
1140	com.tencent.mobileqq.activity.qqsettingme.utils.a
1141	onSensorChanged
1142	loadClass
1143	点击可以设置一些参数 适配9.0.8及以下的QQNT版本
1144	grabRedEnvelope
1145	passwordRedEnvelope
1146	红包来自:
1147	请使用新的红包功能 此功能已被弃用
1148	(Banner)例如：2024/2/5号左右，QQ的笋言笋语 , 龙年坦白说
1149	com.tencent.mobileqq.aio.widget.AvatarContainer
1150	com.tencent.mobileqq.aio.msglist.holder.component.avatar.AIOAvatarContentComponent
1151	com.tencent.mobileqq.aio.widget.CommonImageView
1152	枯树终有回春日 故人难回那年秋
1153	onWindowFocusChanged
1154	想要留住雪花 可在掌心里 只会化的更快
1155	2024新年纪念 (看起来没什么用
1156	光照亮了世界 而你照亮了我 晴朗的你推远了所有乌云
1157	每天自动点赞空间,+0.5天成长值
1158	https://h5.qzone.qq.com/proxy/domain/w.qzone.qq.com/cgi-bin/likes/internal_dolike_app?g_tk=
1159	opr_type
1160	purejson
1161	https://h5.qzone.qq.com/webapp/json/mqzone_feeds/getActiveFeeds?g_tk=
1162	res_type
1163	refresh_type
1164	空间列表为0
1165	orglikekey
1166	curlikekey
1167	获取QQ空间列表失败:
1168	yyyy-MM-dd
1169	last_like_date
1170	AutoSendQZOne
1171	定时任务异常
1172	每天自动发QQ空间,+0.5天成长值,点击可进行手动发送测试
1173	正在发送QQ空间
1174	https://user.qzone.qq.com/proxy/domain/taotao.qzone.qq.com/cgi-bin/emotion_cgi_publish_v6?g_tk=
1175	syn_tweet_verson
1176	paramstr
1177	pic_template
1178	richtype
1179	special_url
1180	subrichtype
1181	feedversion
1182	ugc_right
1183	code_version
1184	qzreferrer
1185	https://user.qzone.qq.com/
1186	last_send_date
1187	QStory每日打卡:
1188	发送成功
1189	发送QQ空间异常
1190	发送QQ空间异常:
1191	手动发送进行测试
1192	点击发送后会立刻发送一条QQ空间进行测试,与其他空间功能有联动调试配合性
1193	仅自己可见
1194	frameElement.callback(
1195	未找到 callback 函数
1196	https://user.qzone.qq.com/proxy/domain/taotao.qzone.qq.com/cgi-bin/emotion_cgi_delete_v6?g_tk=
1197	t1_source
1198	配合自动发送QQ空间使用,发表空间后自动删除自己发布的空间
1199	/QQ空间文案.txt
1200	/QQ空间文案V2.txt
1201	/QQ空间文案V3.txt
1202	空间打卡
1203	QStory发送空间使用自定义的文案内容,文案文件存放在:
1204	开启后QStory定时发送的空间将公开可见,酌情开启
1205	AutoGroupCheckIn
1206	点击可以配置开启的群聊,定时广播实现,与另一个打卡不冲突
1207	TroopUinList
1208	已保存 
1209	 个群聊
1210	群打卡失败: 
1211	DAILY_CHECK_ACTION
1212	CheckedTroopsToday
1213	今日未打卡的群聊会立刻打卡
1214	AutoGroupCheckInCommon
1215	点击可以配置开启的群聊,如果在9.1.35附近的版本,可以使用此打卡
1216	AutoGroupCheckInPro
1217	点击可以配置开启的群聊,时间轮询实现,会大幅增加打卡精度和速度
1218	yyyyMMdd
1219	LastCheckDate
1220	每日群打卡
1221	AdminCache_
1222	TroopAdminUtils
1223	troopuin
1224	isOwnerOrAdmin
1225	com.tencent.qqnt.troopmemberlist.ITroopMemberExtInfoRepoApi
1226	fetchTroopAdmin
1227	getAdminList
1228	troopname
1229	troopOwnerUid
1230	Administrator
1231	troopowneruin
1232	getTroopInfoFromCache
1233	application/json; charset=UTF-8
1234	请求成功：%s\nRequestBody:%s\nResponseBody:%s\n
1235	location
1236	https://myip.ipip.net/json
1237	解密失败：数据校验未通过:
1238	喵喵呜呜喵喵喵喵~喵喵呜呜呜呜喵呜~喵喵呜呜呜呜呜呜~喵喵呜喵呜喵呜呜~喵喵呜喵呜呜呜喵~喵喵呜呜喵喵呜呜
1239	response
1240	历史更新日志
1241	加载中
1242	updateInfoList
1243	yyyy年MM月dd日 HH:mm
1244	\n---------------\n
1245	CheckNotice
1246	lastNotice
1247	有新公告
1248	查看历史公告
1249	disabled
1250	getMsg(...)
1251	ServiceValidCheck
1252	ServiceValid
1253	iterator(...)
1254	next(...)
1255	enumeration(...)
1256	loadClass(...)
1257	classLoader
1258	上传失败
1259	exceptionHandler
1260	上传成功
1261	call to 'resume' before 'invoke' with coroutine
1262	getModuleCachePath(...)
1263	getCurrentUin(...)
1264	getCurrentAccountNickName(...)
1265	上传中-运行脚本中...
1266	执行脚本时出现异常
1267	压缩中...
1268	上传中...
1269	UploadPlugin
1270	build(...)
1271	F621AA19C7A5F139F315853F40A7E24F
1272	[QS]模块遭到篡改 请重新下载
1273	https://qstory.suzhelan.top/user/info
1274	[QS]身份校验不通过
1275	System.exit returned normally, while it was supposed to halt JVM.
1276	getApkSignatureMD5(...)
1277	getDefault(...)
1278	toUpperCase(...)
1279	null cannot be cast to non-null type android.view.ViewGroup
1280	findViewById(...)
1281	enterSponsorshipBtn
1282	tvSponsorEndDate
1283	赞助到期时间:
1284	userNameTextView
1285	userIdentityTextView
1286	userLabelTextView
1287	refreshUserInformation
1288	userAvatar
1289	未赞助
1290	format(...)
1291	已刷新
1292	刷新失败
1293	<unused var>
1294	getItemName(...)
1295	getParentFragmentManager(...)
1296	toString(...)
1297	null cannot be cast to non-null type androidx.recyclerview.widget.RecyclerView.LayoutParams
1298	setting_bar_right
1299	titleLayout
1300	centerText
1301	leftIcon
1302	newConfig
1303	SettingFragment
1304	 QStory:2.6.3
1305	getString(...)
1306	getSupportFragmentManager(...)
1307	beginTransaction(...)
1308	searchIcon
1309	getContext(...)
1310	FUNCTION
1311	DIRECTORY
1312	displayName
1313	locationPath
1314	matchType
1315	targetObject
1316	SearchResult(displayName=
1317	, description=
1318	, locationPath=
1319	, position=
1320	, matchType=
1321	, targetObject=
1322	toLowerCase(...)
1323	getGroupName(...)
1324	功能组
1325	directory:
1326	directory_fallback:
1327	喵呜喵喵呜喵喵呜~喵呜喵喵呜呜呜呜
1328	喵喵喵呜呜喵呜呜~喵喵喵呜呜呜喵喵~喵喵喵喵呜喵喵呜~喵喵喵呜呜呜喵喵~喵喵喵喵呜喵呜喵~喵喵喵呜呜呜呜喵~喵喵喵呜呜喵喵喵
1329	SearchHistory
1330	itemView
1331	onItemClick
1332	查找共同群
1333	com.tencent.mobileqq.activity.QQBrowserDelegationActivity
1334	fling_action_key
1335	fling_code_key
1336	useDefBackText
1337	param_force_internal_browser
1338	https://ti.qq.com/friends/recall?uin=
1339	打开失败: 
1340	请输入QQ号
1341	请输入有效的QQ号
1342	请输入对方QQ号
1343	刷新登录信息
1344	正在刷新.... 可能会自动重启QQ
1345	跳转资料卡
1346	选择资料卡类型
1347	个人资料卡
1348	群聊资料卡
1349	mqqapi://card/show_pslcard?uin=
1350	&card_type=profile&version=1
1351	输入不能为空
1352	请输入QQ号或群号
1353	批量管理好友
1354	批量管理群
1355	历史公告
1356	更新日志
1357	top.artmoe.inao.entries.FriendChatMessageRecall
1358	FriendChatMessageRecall(peerUid=
1359	, msgSeq=
1360	top.artmoe.inao.entries.GroupChatMessageRecall
1361	groupUin
1362	operatorUid
1363	GroupChatMessageRecall(groupUin=
1364	, operatorUid=
1365	top.artmoe.inao.entries.InfoSyncPush
1366	syncContent
1367	syncRecallContent
1368	top.artmoe.inao.entries.InfoSyncPush.SyncContent
1369	groupSyncContent
1370	@kotlinx.serialization.protobuf.ProtoNumber(number=
1371	top.artmoe.inao.entries.InfoSyncPush.SyncContent.GroupSyncContent
1372	groupPeerId
1373	startSeq
1374	qqMessage
1375	GroupSyncContent(groupPeerId=
1376	, startSeq=
1377	, endSeq=
1378	, qqMessage=
1379	SyncContent(groupSyncContent=
1380	top.artmoe.inao.entries.InfoSyncPush.SyncRecallOperateInfo
1381	syncInfoHead
1382	syncInfoBody
1383	top.artmoe.inao.entries.InfoSyncPush.SyncRecallOperateInfo.SyncInfoBody
1384	senderPeerId
1385	eventTime
1386	SyncInfoBody(senderPeerId=
1387	, eventTime=
1388	, msgList=
1389	top.artmoe.inao.entries.InfoSyncPush.SyncRecallOperateInfo.SyncInfoHead
1390	syncTime
1391	SyncInfoHead(syncTime=
1392	SyncRecallOperateInfo(syncInfoHead=
1393	, syncInfoBody=
1394	, subHead=
1395	InfoSyncPush(type=
1396	, pushId=
1397	, syncContent=
1398	, syncRecallContent=
1399	top.artmoe.inao.entries.MsgPush
1400	MsgPush(qqMessage=
1401	top.artmoe.inao.entries.NewSyncPush
1402	syncPushExtra
1403	top.artmoe.inao.entries.NewSyncPush.SyncRecallOperateInfo
1404	unknownFlag
1405	top.artmoe.inao.entries.NewSyncPush.SyncRecallOperateInfo.SyncInfoHead
1406	, unknownFlag=
1407	NewSyncPush(type=
1408	, syncPushExtra=
1409	ProtoVarInt(value=
1410	, nextIndex=
1411	callback
1412	toByteArray(...)
1413	Check failed.
1414	top.artmoe.inao.entries.QQMessage
1415	messageHead
1416	messageContentInfo
1417	messageBody
1418	top.artmoe.inao.entries.QQMessage.MessageBody
1419	operationInfo
1420	top.artmoe.inao.entries.QQMessage.MessageBody.C2CRecallOperationInfo
1421	top.artmoe.inao.entries.QQMessage.MessageBody.C2CRecallOperationInfo.Info
1422	receiverUid
1423	Info(operatorUid=
1424	, receiverUid=
1425	, msgTime=
1426	, msgRandom=
1427	C2CRecallOperationInfo(info=
1428	top.artmoe.inao.entries.QQMessage.MessageBody.GroupRecallOperationInfo
1429	top.artmoe.inao.entries.QQMessage.MessageBody.GroupRecallOperationInfo.Info
1430	top.artmoe.inao.entries.QQMessage.MessageBody.GroupRecallOperationInfo.Info.MsgInfo
1431	senderUid
1432	MsgInfo(msgSeq=
1433	, senderUid=
1434	, msgInfo=
1435	GroupRecallOperationInfo(peerId=
1436	top.artmoe.inao.entries.QQMessage.MessageBody.RichMsg
1437	msgContent
1438	top.artmoe.inao.entries.QQMessage.MessageBody.RichMsg.MsgContent
1439	msgSender
1440	top.artmoe.inao.entries.QQMessage.MessageBody.RichMsg.MsgContent.MsgSender
1441	nickName
1442	MsgSender(nickName=
1443	top.artmoe.inao.entries.QQMessage.MessageBody.RichMsg.MsgContent.TextMsg
1444	TextMsg(text=
1445	MsgContent(textMsg=
1446	, msgSender=
1447	RichMsg(msgContent=
1448	null cannot be cast to non-null type top.artmoe.inao.entries.QQMessage.MessageBody
1449	MessageBody(richMsg=
1450	, operationInfo=
1451	top.artmoe.inao.entries.QQMessage.MessageContentInfo
1452	msgSubType
1453	MessageContentInfo(msgType=
1454	, msgSubType=
1455	, subSeq=
1456	top.artmoe.inao.entries.QQMessage.MessageHead
1457	receiverPeerId
1458	senderInfo
1459	top.artmoe.inao.entries.QQMessage.MessageHead.SenderInfo
1460	SenderInfo(peerId=
1461	, nickName=
1462	MessageHead(senderPeerId=
1463	, receiverPeerId=
1464	, senderInfo=
1465	QQMessage(messageHead=
1466	, messageContentInfo=
1467	, messageBody=
1468	appExecutor-
1469	newFixedThreadPool(...)
1470	qqVersion
1471	appVersion
1472	 QStory:
1473	喵喵呜喵喵喵呜喵~喵喵呜喵喵呜呜喵~喵喵喵喵呜呜呜喵~喵喵喵喵喵呜呜呜~喵喵喵呜喵呜呜呜~喵喵喵呜喵呜喵呜
1474	搜索功能
1475	输入关键词搜索...
1476	搜索历史
1477	呜喵喵呜喵呜喵呜~呜呜喵喵呜呜喵呜~呜呜呜呜呜呜呜呜~呜喵喵喵喵喵喵呜~呜呜呜呜呜呜喵喵~呜呜喵喵呜喵喵喵
1478	搜索结果
1479	未找到相关功能
1480	呜喵喵呜喵呜呜喵~呜呜呜呜呜呜呜呜~呜呜呜喵喵呜喵呜~呜喵喵喵喵喵喵喵~呜呜呜喵喵呜呜喵~呜呜喵呜喵喵喵呜
1481	呜喵喵呜喵呜喵喵~呜呜呜喵呜呜呜喵~呜呜喵呜喵呜喵喵~呜喵喵喵呜呜喵呜~呜呜喵呜呜喵喵喵~呜呜呜呜呜喵喵呜
1482	呜喵喵呜喵呜呜喵~呜呜呜呜呜呜喵呜~呜呜呜呜呜呜喵喵~呜喵喵喵呜呜呜呜~呜呜喵呜呜呜呜喵~呜呜呜喵呜喵喵喵
1483	呜喵喵呜喵呜喵呜~呜呜喵呜喵呜喵呜~呜呜呜呜呜呜喵呜~呜喵喵喵呜呜呜呜~呜呜喵喵呜喵喵喵~呜呜喵呜喵喵呜喵~喵呜喵呜呜喵呜呜
1484	呜喵喵呜喵呜喵呜~呜呜呜喵喵喵呜喵~呜呜喵呜呜喵呜喵
1485	赞助作者
1486	刷新用户信息
1487	喵喵呜喵喵喵呜喵~喵喵呜喵喵呜喵喵~喵呜喵喵喵喵喵喵
1488	喵喵呜喵喵喵呜喵~喵喵呜喵喵呜呜喵~喵喵喵喵呜呜呜喵~喵喵喵喵喵呜呜呜~喵喵喵呜喵呜呜呜~喵喵喵呜喵呜喵呜~喵呜喵呜呜喵呜呜
1489	喵呜喵喵呜呜喵呜
1490	user_info
1491	未同步
1492	HasUpdate(hasUpdate=
1493	, isForceUpdate=
1494	, version=
1495	createTime
1496	operator
1497	now(...)
1498	Notice(content=
1499	, createTime=
1500	, operator=
1501	, title=
1502	updateLog
1503	versionName
1504	UpdateInfo(fileName=
1505	, forceUpdate=
1506	, updateLog=
1507	, versionCode=
1508	, versionName=
1509	top.suzhelan.qstory.entity.proto.InfoSyncPush
1510	top.suzhelan.qstory.entity.proto.InfoSyncPush.SyncContent
1511	top.suzhelan.qstory.entity.proto.InfoSyncPush.SyncContent.GroupSyncContent
1512	top.suzhelan.qstory.entity.proto.InfoSyncPush.SyncRecallOperateInfo
1513	syncInfoBodyList
1514	top.suzhelan.qstory.entity.proto.InfoSyncPush.SyncRecallOperateInfo.SyncInfoBody
1515	top.suzhelan.qstory.entity.proto.InfoSyncPush.SyncRecallOperateInfo.SyncInfoHead
1516	, syncInfoBodyList=
1517	top.suzhelan.qstory.entity.proto.MsgPush
1518	top.suzhelan.qstory.entity.proto.QQMessage
1519	top.suzhelan.qstory.entity.proto.QQMessage.MessageBody
1520	top.suzhelan.qstory.entity.proto.QQMessage.MessageBody.C2CRecallOperationInfo
1521	top.suzhelan.qstory.entity.proto.QQMessage.MessageBody.C2CRecallOperationInfo.Info
1522	top.suzhelan.qstory.entity.proto.QQMessage.MessageBody.GroupRecallOperationInfo
1523	top.suzhelan.qstory.entity.proto.QQMessage.MessageBody.GroupRecallOperationInfo.Info
1524	top.suzhelan.qstory.entity.proto.QQMessage.MessageBody.GroupRecallOperationInfo.Info.MsgInfo
1525	top.suzhelan.qstory.entity.proto.QQMessage.MessageBody.RichMsg
1526	top.suzhelan.qstory.entity.proto.QQMessage.MessageBody.RichMsg.MsgContent
1527	top.suzhelan.qstory.entity.proto.QQMessage.MessageBody.RichMsg.MsgContent.MsgSender
1528	top.suzhelan.qstory.entity.proto.QQMessage.MessageBody.RichMsg.MsgContent.TextMsg
1529	top.suzhelan.qstory.entity.proto.QQMessage.MessageContentInfo
1530	top.suzhelan.qstory.entity.proto.QQMessage.MessageHead
1531	top.suzhelan.qstory.entity.proto.QQMessage.MessageHead.SenderInfo
1532	moduleApk
1533	applicationContext
1534	loadPackageParam
1535	getTargetPackageName(...)
1536	startupParam
1537	modulePath
1538	null cannot be cast to non-null type android.content.ContextWrapper
1539	getBaseContext(...)
1540	null cannot be cast to non-null type java.util.ArrayList<kotlin.Any>
1541	打开QStory
1542	drawable
1543	null cannot be cast to non-null type android.view.View
1544	打开QStoryJava脚本
1545	com.tencent.widget.PopupMenuDialog
1546	createAndAttachItemsView
1547	MsgViewIdAdapter
1548	get(...)
1549	first(...)
1550	handleUIState
1551	com.tencent.mvi.base.mvi.MviUIState
1552	[QStory]已对MsgView进行适配,建议重启一次QQ
1553	getAllRunningPluginLoader(...)
1554	[QStory] 已切换QQ账号 请重新开启脚本 防止脚本开启状态混乱
1555	getDeclaredMethods(...)
1556	com.tencent.qqnt.kernel.nativeinterface.IQQNTWrapperSession$CppProxy
1557	com.tencent.qqnt.kernel.nativeinterface.PushExtraInfo
1558	onMsfPush
1559	null cannot be cast to non-null type kotlin.String
1560	null cannot be cast to non-null type kotlin.ByteArray
1561	trpc.msg.register_proxy.RegisterProxy.InfoSyncPush
1562	hookItem
1563	onMsgViewUpdateListener
1564	<get-key>(...)
1565	<get-value>(...)
1566	onMsgListener
1567	OnMsgItem(hookItem=
1568	, onMsgListener=
1569	newCachedThreadPool(...)
1570	com.tencent.qqnt.msg.MsgService$a
1571	com.tencent.qqnt.msg.MsgService$d
1572	com.tencent.qqnt.kernel.api.impl.MsgService$b
1573	com.tencent.qqnt.kernel.api.impl.MsgService$d
1574	com.tencent.qqnt.msg.MsgService$c
1575	onRecvMsg
1576	onMsgInfoListUpdate
1577	sendStatus
1578	isOnlineMsg
1579	OnQQMessage
1580	method: 
1581	com.tencent.qqnt.kernel.nativeinterface.IKernelMsgListener
1582	newProxyInstance(...)
1583	addMsgListener
1584	getFriendsInfoService
1585	getAllFriend
1586	FriendsManager_getAllFriends
1587	null cannot be cast to non-null type kotlin.collections.List<*>
1588	getField(...)
1589	categoryId
1590	AIOUtils
1591	getNickWithUid
1592	getFriendNick
1593	getStaticField(...)
1594	getFriendCount
1595	getFriendsCategoryBaseInfo
1596	FriendsManager
1597	categoryName
1598	categoryId=(\d+)
1599	categoryName=([^,)]+)
1600	getFriendCategories
1601	getFriendSimpleInfoWithUid
1602	FriendUtils
1603	NewMsgViewIdAdapter-9230
1604	API-监听QQ账号变更
1605	API-监听消息撤回-未实装
1606	OnNewQQViewUpdate-9230
1607	API-OnQQMessage
1608	辅助功能/资料卡/允许查看异常资料卡
1609	辅助功能/实验功能/禁用QQ公交卡
1610	辅助功能/消息通知/QQ通知优化
1611	净化/聊天/屏蔽QQToast
1612	净化/聊天/屏蔽临时会话弹窗
1613	净化/浏览器/禁用内置浏览器网页拦截
1614	辅助功能/图片与表情/分享图片不压缩
1615	辅助功能/聊天/消息显示艾特对象
1616	辅助功能/图片与表情/聊天自动勾选原图
1617	辅助功能/聊天/语音消息自动转文本
1618	净化/聊天/精简聊天界面相机按钮
1619	辅助功能/聊天/输入框增加提示
1620	净化/聊天/删除QQ表情底栏中的QQ大表情选项
1621	辅助功能/图片与表情/表情可下载(新版)
1622	净化/群聊/隐藏编辑群昵称装扮
1623	净化/聊天/隐藏灰色提示文本
1624	辅助功能/聊天/解除拍一拍限制
1625	辅助功能/聊天/防撤回
1626	辅助功能/聊天/快捷修改聊天消息内容
1627	净化/群聊/移除消息表情回应
1628	净化/聊天/精简聊天界面滤镜视频
1629	辅助功能/聊天/移除转发数量限制
1630	净化/聊天/移除语音转文本灰字提示
1631	辅助功能/聊天/消息复读
1632	辅助功能/聊天/去除回复@
1633	辅助功能/聊天/发送消息格式化
1634	辅助功能/聊天/显示消息时间
1635	辅助功能/聊天/禁言时间精确到秒
1636	辅助功能/群聊/显示已退群用户的消息
1637	辅助功能/群聊/@列表重新排序
1638	辅助功能/图片与表情/收藏表情按使用排序
1639	净化/主页/阻止QQ每日广告弹窗
1640	辅助功能/聊天/禁用听语音时听筒来回自动切换
1641	净化/聊天/强制使用默认气泡
1642	净化/聊天/强制使用默认字体
1643	辅助功能/实验功能/平板模式
1644	净化/实验功能/屏蔽烦人弹窗
1645	净化/聊天/屏蔽掉落小表情
1646	辅助功能/实验功能/屏蔽云控
1647	净化/聊天/禁用特定消息触发的交互式弹窗
1648	辅助功能/小程序/禁用下拉小程序
